17886,-0.09,-0.53,-0.03,-155.96,-183.53,-71.82,-0.05,0.12,-0.39,16.46,2,5.22
17891,-0.05,-0.44,-0.01,-136.37,-203.89,-73.7,-0.05,0.1,-0.38,15.03,2.26,5.17
17896,0.02,-0.33,-0.04,-113.34,-214.08,-76.25,-0.04,0.08,-0.36,13.53,3.11,5.94
17901,0.11,-0.29,-0.09,-90.85,-216.38,-80.67,-0.03,0.07,-0.36,11.89,4.24,7.51
17906,0.15,-0.23,-0.13,-72.92,-216.57,-87.39,-0.03,0.06,-0.37,9.69,4.78,9.67
17911,0.19,-0.13,-0.19,-61.42,-208.42,-94.1,-0.03,0.07,-0.37,7.16,4.7,12.53
17916,0.23,-0.01,-0.24,-58.5,-193.5,-99.24,-0.01,0.09,-0.36,4.17,3.62,15.23
17921,0.24,0.08,-0.27,-62.7,-175.42,-101.59,-0.01,0.08,-0.35,0.98,2.85,16.86
17925,0.26,0.15,-0.28,-69.61,-157.61,-100.94,-0.01,0.08,-0.35,-1.97,3.25,17.32
17930,0.26,0.16,-0.3,-76.45,-141.3,-99.11,0.01,0.07,-0.34,-4,4.32,17.14
17935,0.24,0.14,-0.31,-84.03,-127.99,-96.41,0,0.06,-0.34,-5.23,5.2,16.83
17940,0.19,0.13,-0.33,-93.17,-119.4,-91.83,0.01,0.06,-0.33,-5.55,5.83,16.3
17945,0.15,0.1,-0.37,-102.74,-115.42,-85.05,0.02,0.06,-0.32,-5.1,6.36,15.67
17950,0.11,0.08,-0.39,-111.72,-114.59,-75.71,0.02,0.06,-0.32,-4.1,7.02,15.05
17955,0.07,0.07,-0.4,-119.34,-116.13,-65.84,0.02,0.06,-0.32,-2.87,7.81,14.48
17960,0.02,0.07,-0.4,-123.49,-120.32,-58.15,0.03,0.06,-0.31,-2,8.35,14.14
17965,-0.03,0.06,-0.39,-123.55,-127.53,-54.43,0.03,0.07,-0.31,-1.68,8.56,13.98
17970,-0.07,0.05,-0.37,-119.14,-137.28,-54.46,0.01,0.09,-0.31,-1.68,8.13,13.46
17975,-0.08,0.05,-0.35,-111.59,-147.31,-56.73,0.01,0.11,-0.32,-2.47,7.42,12.33
17980,-0.05,0.04,-0.34,-105.01,-156.1,-60.24,0.01,0.11,-0.31,-3.62,6.55,10.99
17985,-0.02,0.05,-0.34,-100.19,-161.09,-66.07,0.01,0.11,-0.3,-4.46,7.25,8.97
17990,0.02,0.1,-0.4,-95.73,-154.25,-70.5,0.02,0.09,-0.29,-0.84,9.19,7.86
17995,0.06,0.13,-0.56,-86.82,-134.72,-76.32,0.02,0.07,-0.29,-0.24,9.22,7.81
18000,0.1,0.15,-0.47,-78.34,-120.38,-88.27,-0.01,0.08,-0.28,0.84,8.83,7.45
