13539,0.9,-0.82,-0.06,-116.32,-112.44,70.16,0.89,0.77,-0.3,37.75,-40.1,-0.84
13544,0.89,-0.81,-0.08,-114.49,-108.99,70.42,0.89,0.78,-0.31,40.86,-37.81,-3.77
13549,0.89,-0.86,-0.09,-114.85,-106.28,68.36,0.89,0.79,-0.31,43.7,-36.77,-6.04
13553,0.91,-0.83,-0.09,-119.72,-106.6,63.96,0.91,0.8,-0.32,45.65,-36.36,-7.14
13558,0.94,-0.85,-0.09,-121.06,-104.26,57.91,0.91,0.8,-0.32,46.86,-36.27,-7.43
13563,0.96,-0.89,-0.13,-121.09,-97.61,51.16,0.91,0.81,-0.33,47.41,-36.07,-7.37
13568,0.98,-0.9,-0.16,-124.37,-91.63,43.85,0.92,0.83,-0.34,46.98,-35.49,-7.2
13573,0.98,-0.91,-0.17,-129.06,-87.19,35.72,0.92,0.84,-0.35,45.23,-34.93,-6.9
13578,0.99,-0.93,-0.19,-129.75,-83.56,26.7,0.92,0.84,-0.36,41.4,-33.34,-5.66
13583,0.99,-0.96,-0.21,-127.53,-79.39,18.07,0.94,0.85,-0.37,36.87,-30.79,-3.19
13588,0.98,-0.99,-0.22,-124.37,-74.4,11.22,0.94,0.85,-0.37,31.85,-28.17,-0.95
13593,0.98,-1.03,-0.23,-119.81,-67.7,5.95,0.94,0.86,-0.37,26.79,-25.96,0.5
13598,0.99,-1.08,-0.22,-113.28,-60.94,1.71,0.94,0.86,-0.37,21.93,-23.01,2
13603,1.02,-1.13,-0.2,-104.52,-54.43,-1.57,0.97,0.86,-0.39,17.81,-22.6,3.91
13608,1.03,-1.15,-0.16,-94.38,-48.63,-3.68,0.93,0.84,-0.37,12.18,-15.88,4.79
13613,1.02,-1.18,-0.13,-83.97,-44.01,-3.91,0.94,0.84,-0.38,7.69,-9.22,5.86
13618,0.98,-1.2,-0.12,-73.91,-40.53,-1.89,0.95,0.85,-0.38,3.86,-2.61,6.71
13623,0.94,-1.21,-0.12,-64.35,-38.12,2.12,0.95,0.85,-0.38,-0.31,3.72,7.46
13628,0.9,-1.22,-0.13,-53.6,-37.64,5.81,0.95,0.85,-0.38,-3.75,9.6,7.58
13633,0.87,-1.21,-0.13,-41.81,-39.83,8.18,0.96,0.86,-0.38,-6.62,15.17,7.28
13638,0.85,-1.18,-0.13,-29.48,-44.85,9.16,0.95,0.84,-0.37,-8.79,20.39,7.06
13643,0.83,-1.15,-0.12,-18.78,-51.09,9.25,0.94,0.84,-0.37,-10.24,24.69,6.56
13648,0.82,-1.13,-0.13,-10.85,-57.62,8.27,0.95,0.84,-0.37,-10.71,27.66,5.83
13652,0.82,-1.11,-0.14,-6.85,-64.22,5.94,0.93,0.84,-0.36,-10.45,29.6,4.99
13657,0.83,-1.09,-0.15,-7.39,-70.3,3.1,0.93,0.83,-0.36,-10.1,30.87,4.21
13662,0.85,-1.08,-0.16,-10.51,-74.07,-0.27,0.94,0.83,-0.35,-9.28,31.88,3.63
13667,0.85,-1.03,-0.19,-17.04,-75.87,-4.39,0.93,0.82,-0.34,-8.19,33.36,2.91
13672,0.85,-1.1,-0.27,-23.56,-68.79,-8.47,0.94,0.82,-0.34,-7.26,35.17,2.24
13677,0.97,-1.13,-0.24,-35.22,-59.71,-9.4,0.94,0.82,-0.33,-6.48,37.22,1.74
13682,1.08,-1.05,-0.11,-48.93,-59.75,-15,0.93,0.83,-0.33,-4.97,40.34,0.99
13687,1.06,-1.08,-0.07,-57.71,-58.46,-23.97,0.93,0.83,-0.31,-2.96,43.72,0.49
13692,1.05,-1.16,-0.07,-65.51,-54.79,-28.06,0.94,0.83,-0.3,-2.01,46.98,0.29
13697,1.09,-1.19,-0.06,-73.3,-52.8,-30.09,0.94,0.83,-0.29,-0.95,49.56,-0.53
13702,1.08,-1.21,-0.07,-80.54,-47.99,-33.63,0.94,0.83,-0.29,0.98,51.79,-1.8
13707,1.04,-1.23,-0.08,-86.47,-40.65,-36.77,0.94,0.83,-0.28,2.06,53.16,-2.21
13712,1.03,-1.24,-0.08,-89.31,-32.56,-39.31,0.94,0.83,-0.28,2.91,54.73,-1.85
13717,1.03,-1.26,-0.06,-88.82,-26.96,-43.06,0.95,0.82,-0.26,3.66,57.05,-1.14
13722,1,-1.31,-0.03,-88.71,-23.39,-48.57,0.96,0.82,-0.26,4.26,58.88,-1.19
13727,0.98,-1.33,0.02,-90.85,-23.3,-54.7,0.95,0.83,-0.24,4.75,59.83,-1.69
13732,0.96,-1.34,0.06,-93.84,-26.05,-60.59,0.94,0.84,-0.23,4.49,60.06,-1.92
13737,0.92,-1.37,0.05,-97.4,-30.67,-64.99,0.95,0.85,-0.22,3.34,60.23,-1.97
13742,0.88,-1.4,0.03,-97.41,-36.96,-67.84,0.94,0.85,-0.22,1.94,60.23,-2.14
13746,0.77,-1.4,0.05,-94.09,-42.69,-69.55,0.95,0.85,-0.21,-0.11,60.01,-2.41
13751,0.77,-1.4,0.05,-91,-55.01,-72.68,0.95,0.84,-0.21,-2.27,59.52,-2.55
13756,0.75,-1.53,0.05,-86.2,-62.64,-76.4,0.94,0.84,-0.2,-4.23,59.07,-2.47
13761,0.89,-1.58,-0.04,-73.9,-61.11,-82.11,0.94,0.84,-0.2,-6.59,58.3,-2
13766,1.07,-1.56,-0.1,-56.4,-52.4,-87.51,0.94,0.84,-0.2,-9.22,57.19,-1.19
13771,1.21,-1.54,-0.11,-40.05,-38.31,-91.81,0.93,0.84,-0.19,-11.49,56.17,-0.15
13776,1.24,-1.48,-0.11,-28.24,-22.55,-94.71,0.93,0.83,-0.19,-13.32,55.24,1.07
13781,1.19,-1.42,-0.11,-18.37,-8.77,-98.24,0.94,0.82,-0.19,-13.32,55.24,1.07
13786,1.13,-1.36,-0.05,-12.65,0.41,-102.07,0.92,0.82,-0.18,-14.95,53.38,2.33
13791,1.01,-1.29,0.02,-10.97,2.53,-106.64,0.92,0.81,-0.18,-16.24,50.66,3.45
13796,0.9,-1.24,0.12,-3.66,7.19,-109.1,0.92,0.8,-0.17,-17.84,49.07,4.85
13801,0.86,-1.2,0.08,9.12,9.67,-112.78,0.92,0.8,-0.17,-19.61,48.26,6.53
13806,0.78,-1.11,0.14,21.53,9.06,-114,0.93,0.8,-0.16,-20.45,48.31,7.51
13811,0.83,-1.13,0.2,36.85,5.81,-111.77,0.94,0.78,-0.14,-20.94,48.68,8.24
13816,0.81,-1.16,0.25,60.75,3.43,-103.09,0.93,0.76,-0.14,-21.29,49.16,9.09
13821,0.6,-1.31,0.27,108.47,3.37,-78.96,0.94,0.77,-0.14,-21.65,48.23,9.7
13826,0.29,-1.42,0.08,173.29,-20.74,-51.16,0.94,0.77,-0.13,-21.82,45.61,9.63
13831,0.7,-0.06,0.14,174.04,-178.19,-83.94,0.93,0.76,-0.13,-21.84,42.59,8.67
13836,0.68,1.2,0.95,24.55,-257.98,-87.97,0.93,0.77,-0.12,-22.06,39.79,6.94
13840,-2.54,-0.58,0.01,42.92,-226.04,-171.01,0.93,0.77,-0.1,-22.22,38.04,4.73
13845,0.74,-1.42,-0.7,104.72,-283.75,-161.13,0.91,0.77,-0.1,-22.43,38.07,1.5
13850,2.01,-0.17,-0.57,116.18,-275.05,-188.87,0.94,0.74,-0.1,-22.49,40.07,-1.02
13855,2.47,-0.73,0.19,90.9,-182.66,-143.95,0.93,0.7,-0.08,-21.26,43.3,0.55
13860,2.19,-1.07,0.42,102.98,-125.38,-139.95,0.93,0.76,-0.09,-19.76,55.65,4.9
13865,1.95,-0.97,-0.13,132.34,-89.58,-152.68,0.9,0.85,-0.12,-17.99,58.87,-0.29
13870,1.79,-0.39,-0.42,129.44,-49.51,-145.42,0.87,0.76,-0.15,-16.05,49.09,-10.28
13875,1.98,0,-0.27,110.17,-2.53,-134.05,0.84,0.7,-0.15,-17.79,33.95,-10.85
13880,1.79,0.18,-0.12,83.25,47.35,-119.9,0.89,0.67,-0.11,-19.93,24.35,-4.21
13885,1.39,0.34,-0.09,46.84,71.04,-97.47,0.94,0.74,-0.07,-18.55,33.92,4.5
13890,1.19,0.45,-0.07,11.03,83.15,-78.26,0.98,0.79,-0.07,-13.6,54.93,5.49
13895,1.07,0.4,-0.09,-17.82,92.35,-61.08,0.96,0.8,-0.09,-7.31,74.3,1.25
13900,1.01,0.24,-0.13,-37.46,99.56,-43.78,0.9,0.8,-0.1,-3.65,82.08,-3.33
13905,1.02,0.07,-0.13,-48.98,107.97,-28.44,0.88,0.78,-0.1,-2.06,80.38,-6.5
13910,1.04,-0.09,-0.13,-53.92,114.33,-15.34,0.9,0.77,-0.09,-0.92,75.2,-7.08
13915,1.03,-0.22,-0.16,-54.86,115.52,-4.56,0.91,0.77,-0.08,0.15,68.44,-5.29
13920,1.02,-0.31,-0.18,-53.22,116.13,2.44,0.9,0.79,-0.08,1.57,60.12,-3.63
13925,1,-0.39,-0.19,-50.83,116.04,6.35,0.9,0.81,-0.07,3.25,50.2,-4.17
13929,0.99,-0.44,-0.18,-47.47,113.97,7.95,0.9,0.83,-0.07,4.43,40.73,-6.64
13934,0.97,-0.49,-0.15,-43.85,106.54,9.52,0.91,0.82,-0.06,5.31,35.92,-8.9
13939,0.91,-0.53,-0.07,-37.55,94.39,11.67,0.92,0.81,-0.05,6.18,36.5,-8.79
13944,0.85,-0.61,0.01,-29.24,82.47,17.29,0.92,0.81,-0.05,6.87,39.06,-6.59
13949,0.74,-0.62,0.01,-28.99,68.21,27.27,0.9,0.82,-0.05,7.74,38.47,-4.43
13954,0.74,-0.62,0.03,-22.75,56.17,37.35,0.9,0.83,-0.05,8.09,34.81,-2.96
13959,0.76,-0.59,0.02,-22.75,56.17,37.35,0.9,0.82,-0.05,7.57,31.98,-1.14
13964,0.8,-0.6,0.02,-17.18,45.32,48.42,0.9,0.82,-0.04,6.96,30.55,1.62
13969,0.84,-0.63,0.05,-13.72,30.44,58.69,0.91,0.83,-0.04,6.81,30.43,4.91
13974,0.88,-0.67,0.07,-8.39,15.67,65.9,0.9,0.84,-0.05,6.94,30.62,7.75
13979,0.94,-0.69,0.08,-3.36,2.37,70.62,0.89,0.85,-0.06,7.13,29.95,9.78
13984,1.02,-0.68,0.08,-0.24,-7.23,73.09,0.9,0.86,-0.07,6.52,27.24,11.11
13989,1.08,-0.68,0.08,-0.11,-9.99,72.45,0.89,0.86,-0.08,5.19,22.16,11.92
13994,1.12,-0.66,0.07,-2.88,-7.11,69.78,0.89,0.86,-0.08,3.1,15.85,12.71
13999,1.12,-0.66,0.08,-6,-4.75,65.89,0.89,0.86,-0.08,0.98,10.35,13.61
14004,1.1,-0.65,0.07,-12.12,-7.25,63.54,0.9,0.86,-0.09,-0.76,6.06,14.1
14009,1.09,-0.65,0.07,-18.39,-12.48,61.25,0.91,0.87,-0.09,-2.52,2.47,14.5
14013,1.05,-0.62,0.08,-25.44,-17.14,58.7,0.91,0.87,-0.09,-4.43,-0.08,15.03
14018,1.02,-0.6,0.07,-35.95,-25.3,57.65,0.92,0.86,-0.1,-6.45,-1.98,15.95
14023,0.99,-0.62,0.03,-46.68,-29.11,56.09,0.92,0.85,-0.11,-8.06,-3.11,17.2
14028,0.96,-0.64,0.01,-56.09,-28.52,55.25,0.92,0.84,-0.12,-9.38,-3.52,18.74
14033,0.96,-0.66,-0.04,-65.09,-28.4,57.56,0.94,0.83,-0.13,-10.74,-4.46,20.34
14038,0.96,-0.72,-0.12,-71.66,-22.83,60.21,0.94,0.83,-0.14,-12.13,-5.39,21.67
14043,0.96,-0.81,-0.15,-71.69,-16.01,61.51,0.94,0.82,-0.14,-12.77,-5.05,22.6
14048,0.97,-0.83,-0.16,-71.01,-11.8,66.13,0.94,0.81,-0.14,-12.57,-3.36,22.9
14053,1.01,-0.88,-0.17,-67.63,-4.3,71.26,0.95,0.8,-0.13,-11.87,-0.38,22.78
14058,1.05,-0.96,-0.15,-57.56,2.79,75.47,0.95,0.78,-0.13,-11.17,2.32,22.75
14063,1.04,-0.96,-0.14,-45.79,7.2,80.86,0.96,0.78,-0.13,-10.45,3.94,22.55
14068,1.01,-0.94,-0.11,-32.35,10.54,86.73,0.95,0.77,-0.14,-10.01,3.92,22.09
14073,0.97,-0.95,-0.14,-18.77,6.96,93.84,0.94,0.76,-0.14,-10.22,3.86,21.73
14078,0.99,-0.95,-0.25,-5.49,7.9,101.36,0.95,0.76,-0.14,-10.18,5.37,20.86
14083,1.18,-0.93,-0.34,11.08,16.71,107.45,0.95,0.76,-0.15,-9.61,6.06,19.27
14088,1.35,-0.81,-0.35,16.14,28.66,114.81,0.95,0.75,-0.15,-9.03,4.78,17.15
14093,1.07,-0.74,-0.22,14.66,27.73,114,0.95,0.75,-0.15,-8.41,2.21,14.97
14098,0.82,-0.93,-0.07,32.21,18.07,97.23,0.94,0.74,-0.15,-7.87,-0.7,13.47
14103,0.87,-1.19,0.02,59.25,23.77,96.21,0.95,0.74,-0.15,-7.13,-3.51,12.28
14107,1.01,-1.18,0.01,64.39,37.26,110.5,0.96,0.74,-0.15,-6.24,-6.99,11.2
14112,0.99,-1.04,-0.1,84.92,47.76,102.98,0.95,0.73,-0.14,-5.74,-9.43,10.48
14117,0.83,-0.96,-0.21,125.47,54.28,65.93,0.95,0.73,-0.14,-4.79,-9.11,9.99
14122,0.71,-1.05,-0.27,158.81,58.87,21.1,0.97,0.73,-0.14,-3.62,-5.75,9.23
